Quantify Compound Summary Report 

Printed Fri Nov 01 09:11:15 2013

Compound 1:  buspirone

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
579	579	SP118414_20131030_CYP3A4_Stab_335	T5 verdanafil	Analyte		0.87	53460	147649	0.362	bb		
580	580	SP118414_20131030_CYP3A4_Stab_336	T0 verdanafil	Analyte		0.86	223100	148104	1.51	bb		
581	581	SP118414_20131030_CYP3A4_Stab_337	Blank verdanafil	Analyte		0.86	2872	159681	0.0180	bb		
582	582	SP118414_20131030_CYP3A4_Stab_338	T60 verdanafil	Analyte		0.86	8598	145376	0.0591	bb		
583	583	SP118414_20131030_CYP3A4_Stab_339	T30 verdanafil	Analyte		0.86	13518	157499	0.0858	bb		
584	584	SP118414_20131030_CYP3A4_Stab_340	T15 verdanafil	Analyte		0.87	20807	147695	0.141	bb		
585	585	SP118414_20131030_CYP3A4_Stab_341	T10 verdanafil	Analyte		0.87	30888	145831	0.212	bb		
586	586	SP118414_20131030_CYP3A4_Stab_342	T5 verdanafil	Analyte		0.87	58686	147123	0.399	bb		
587	587	SP118414_20131030_CYP3A4_Stab_343	T0 verdanafil	Analyte		0.87	249433	157912	1.58	bb		
588	588	SP118414_20131030_CYP3A4_Stab_344	Blank verdanafil	Analyte		0.87	2718	147152	0.0185	bb		
589	589	SP118414_20131030_CYP3A4_Stab_345	T60 verdanafil	Analyte		0.87	10507	154483	0.0680	bb		
590	590	SP118414_20131030_CYP3A4_Stab_346	T30 verdanafil	Analyte		0.87	15290	159875	0.0956	bb		
591	591	SP118414_20131030_CYP3A4_Stab_347	T15 verdanafil	Analyte		0.86	23257	147414	0.158	bb		
592	592	SP118414_20131030_CYP3A4_Stab_348	T10 verdanafil	Analyte		0.87	34496	152783	0.226	bb		
593	593	SP118414_20131030_CYP3A4_Stab_349	T5 verdanafil	Analyte		0.86	61834	143829	0.430	bb		
594	594	SP118414_20131030_CYP3A4_Stab_350	T0 verdanafil	Analyte		0.87	224531	161128	1.39	bb		
595	595	SP118414_20131030_CYP3A4_Stab_351	Blank verdanafil	Analyte		0.86	2525	163249	0.0155	bb		
596	596	SP118414_20131030_CYP3A4_Stab_352	T60 verdanafil	Analyte		0.87	3920	148623	0.0264	bb		
597	597	SP118414_20131030_CYP3A4_Stab_353	T30 verdanafil	Analyte		0.86	5584	146686	0.0381	bb		
598	598	SP118414_20131030_CYP3A4_Stab_354	T15 verdanafil	Analyte		0.87	10243	151037	0.0678	bb		
599	599	SP118414_20131030_CYP3A4_Stab_355	T10 verdanafil	Analyte		0.87	15731	145958	0.108	bb		
600	600	SP118414_20131030_CYP3A4_Stab_356	T5 verdanafil	Analyte		0.87	31907	146772	0.217	bb		
601	601	SP118414_20131030_CYP3A4_Stab_357	T0 verdanafil	Analyte		0.87	198830	156220	1.27	bb		
602	602	SP118414_20131030_CYP3A4_Stab_358	Blank verdanafil	Analyte		0.86	2420	145930	0.0166	bb		
603	603	SP118414_20131030_CYP3A4_Stab_359	T60 verdanafil	Analyte		0.87	4459	142760	0.0312	bb		
604	604	SP118414_20131030_CYP3A4_Stab_360	T30 verdanafil	Analyte		0.86	7103	144333	0.0492	bb		
605	605	SP118414_20131030_CYP3A4_Stab_361	T15 verdanafil	Analyte		0.87	12270	146906	0.0835	bb		
606	606	SP118414_20131030_CYP3A4_Stab_362	T10 verdanafil	Analyte		0.87	17960	149450	0.120	bb		
607	607	SP118414_20131030_CYP3A4_Stab_363	T5 verdanafil	Analyte		0.87	34639	138331	0.250	bb		
608	608	SP118414_20131030_CYP3A4_Stab_364	T0 verdanafil	Analyte		0.87	207235	150914	1.37	bb		

Compound 2:  albendazole

	#	Name	Sample Text	Type	Std. Conc	RT	Area	IS Area	Response	Primary Flags	Conc.	%Dev
574	574	SP118414_20131030_CYP3A4_Stab_330	Blank verdanafil	Analyte	1.00	0.95	141425		141000	bb		
575	575	SP118414_20131030_CYP3A4_Stab_331	T60 verdanafil	Analyte	1.00	0.95	156070		156000	bb		
576	576	SP118414_20131030_CYP3A4_Stab_332	T30 verdanafil	Analyte	1.00	0.95	151559		152000	bb		
577	577	SP118414_20131030_CYP3A4_Stab_333	T15 verdanafil	Analyte	1.00	0.95	147819		148000	bb		
578	578	SP118414_20131030_CYP3A4_Stab_334	T10 verdanafil	Analyte	1.00	0.95	145891		146000	bb		
579	579	SP118414_20131030_CYP3A4_Stab_335	T5 verdanafil	Analyte	1.00	0.96	147649		148000	bb		
580	580	SP118414_20131030_CYP3A4_Stab_336	T0 verdanafil	Analyte	1.00	0.95	148104		148000	bb		
581	581	SP118414_20131030_CYP3A4_Stab_337	Blank verdanafil	Analyte	1.00	0.95	159681		160000	bb		
582	582	SP118414_20131030_CYP3A4_Stab_338	T60 verdanafil	Analyte	1.00	0.95	145376		145000	bb		
583	583	SP118414_20131030_CYP3A4_Stab_339	T30 verdanafil	Analyte	1.00	0.95	157499		157000	bb		
584	584	SP118414_20131030_CYP3A4_Stab_340	T15 verdanafil	Analyte	1.00	0.95	147695		148000	bb		
585	585	SP118414_20131030_CYP3A4_Stab_341	T10 verdanafil	Analyte	1.00	0.95	145831		146000	bb		
586	586	SP118414_20131030_CYP3A4_Stab_342	T5 verdanafil	Analyte	1.00	0.96	147123		147000	bb		
587	587	SP118414_20131030_CYP3A4_Stab_343	T0 verdanafil	Analyte	1.00	0.95	157912		158000	bb		
588	588	SP118414_20131030_CYP3A4_Stab_344	Blank verdanafil	Analyte	1.00	0.95	147152		147000	bb		
589	589	SP118414_20131030_CYP3A4_Stab_345	T60 verdanafil	Analyte	1.00	0.95	154483		154000	bb		
590	590	SP118414_20131030_CYP3A4_Stab_346	T30 verdanafil	Analyte	1.00	0.96	159875		160000	bb		
591	591	SP118414_20131030_CYP3A4_Stab_347	T15 verdanafil	Analyte	1.00	0.95	147414		147000	bb		
592	592	SP118414_20131030_CYP3A4_Stab_348	T10 verdanafil	Analyte	1.00	0.95	152783		153000	bb		
593	593	SP118414_20131030_CYP3A4_Stab_349	T5 verdanafil	Analyte	1.00	0.95	143829		144000	bb		
594	594	SP118414_20131030_CYP3A4_Stab_350	T0 verdanafil	Analyte	1.00	0.95	161128		161000	bb		
595	595	SP118414_20131030_CYP3A4_Stab_351	Blank verdanafil	Analyte	1.00	0.95	163249		163000	bb		
596	596	SP118414_20131030_CYP3A4_Stab_352	T60 verdanafil	Analyte	1.00	0.96	148623		149000	bb		
597	597	SP118414_20131030_CYP3A4_Stab_353	T30 verdanafil	Analyte	1.00	0.95	146686		147000	bb		
598	598	SP118414_20131030_CYP3A4_Stab_354	T15 verdanafil	Analyte	1.00	0.95	151037		151000	bb		
599	599	SP118414_20131030_CYP3A4_Stab_355	T10 verdanafil	Analyte	1.00	0.95	145958		146000	bb		
600	600	SP118414_20131030_CYP3A4_Stab_356	T5 verdanafil	Analyte	1.00	0.96	146772		147000	bb		
601	601	SP118414_20131030_CYP3A4_Stab_357	T0 verdanafil	Analyte	1.00	0.96	156220		156000	bb		
602	602	SP118414_20131030_CYP3A4_Stab_358	Blank verdanafil	Analyte	1.00	0.95	145930		146000	bb		
603	603	SP118414_20131030_CYP3A4_Stab_359	T60 verdanafil	Analyte	1.00	0.96	142760		143000	bb		
604	604	SP118414_20131030_CYP3A4_Stab_360	T30 verdanafil	Analyte	1.00	0.95	144333		144000	bb		
605	605	SP118414_20131030_CYP3A4_Stab_361	T15 verdanafil	Analyte	1.00	0.95	146906		147000	bb		
606	606	SP118414_20131030_CYP3A4_Stab_362	T10 verdanafil	Analyte	1.00	0.95	149450		149000	bb		
607	607	SP118414_20131030_CYP3A4_Stab_363	T5 verdanafil	Analyte	1.00	0.96	138331		138000	bb		
608	608	SP118414_20131030_CYP3A4_Stab_364	T0 verdanafil	Analyte	1.00	0.95	150914		151000	bb		

